Name,Race,Grade,Rarity,6★ HP,6★ Strength,6★ Magic,6★ Vitality,6★ Agility,6★ Luck,Phys,Fire,Ice,Elec,Force,Light,Dark,Skill 1,Skill 2,Skill 3,Clear Archetype,Red Archetype,Yellow Archetype,Purple Archetype,Teal Archetype,Red Gacha,Yellow Gacha,Purple Gacha,Teal Gacha,AI,PATK,PDEF,MATK,MDEF
Pyro Jack,Fairy,13,1,1032 (98/190),79 (172/190),190 (43/190),141 (98/190),116 (140/190),141 (89/190),-,Resist,Weak,-,-,-,-,"Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",N/A|,"Agilao|アギラオ|5 MP|Inflicts Fire (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Fire Breath|ファイアブレス|4 MP|Inflicts Fire (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Tag|バトンタッチ|3 MP|Self skips a turn without using a Press Turn Icon.,Mana Bonus|一分の魔脈|Passive|+1 to max MP.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,495,524,729,580
Leanan Sidhe,Femme,12,1,1263 (18/190),79 (171/190),160 (79/190),190 (18/190),98 (165/190),132 (128/190),-,-,-,-,Weak,-,-,"Dia|ディア|4 MP|Heals a Single Party Member with 50 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.","Mudoon|ムドオン|5 MP|Inflicts Dark (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),Resist Poison|毒耐性|Passive|Chance of being Poisoned reduced by 50%.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Heal,495,578,666,619
Apsaras,Yoma,11,1,1028 (105/190),86 (159/190),170 (70/190),140 (105/190),115 (141/190),140 (99/190),-,Weak,Resist,-,-,-,-,Posumudi|ポズムディ|3 MP|Cures a Single Party Member of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Diara|ディアラ|5 MP|Heals a Single Party Member with 90 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Bufula|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Mecharmdi|メチャームディ|4 MP|Cures All Party Members of Charm. Reduces the chance of being Charmed during this wave by 30%.,Agility Amp I|初段の猛速|Passive|+5 to Agility.,Resist Elec|電撃耐性|Passive|Adds Elec Resist.,N/A|,N/A|,N/A|,N/A|,Heal,510,527,687,569
Gremlin,Jaki,11,1,896 (165/190),104 (136/190),159 (81/190),112 (165/190),159 (37/190),112 (167/190),-,Weak,Resist,Resist,Weak,-,-,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Makajam|マカジャマ|5 MP|40% chance to inflict Mute on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.",Mana Bonus|一分の魔脈|Passive|+1 to max MP.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,N/A|,N/A|,N/A|,N/A|,Attack,548,505,663,532
Eligor,Fallen,10,1,1263 (17/190),190 (36/190),113 (130/190),190 (17/190),65 (188/190),104 (175/190),Resist,-,-,Weak,-,-,Null,"Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mow Down|なぎ払い|4 MP|Inflicts Phys (Physical) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",N/A|,Endure|食いしばり|Passive|HP stops at 1 HP upon receiving the first killing blow.,"Fatal Sword|絶命剣|5 MP|Inflicts Phys (Physical) damage with 140 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.","Rakukaja|ラクカジャ|5 MP|Increases DEF of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Light|破魔耐性|Passive|Adds Light Resist.,N/A|,N/A|,N/A|,N/A|,Attack,729,634,567,595
Phantom,Foul,10,1,1079 (72/190),95 (148/190),190 (44/190),151 (72/190),150 (57/190),70 (188/190),Resist,-,-,-,Weak,Weak,Null,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Zionga|ジオンガ|5 MP|Inflicts Elec (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Dekaja|デカジャ|5 MP|Remove buffs from All Enemies.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,Resist Elec|電撃耐性|Passive|Adds Elec Resist.,N/A|,N/A|,N/A|,N/A|,Attack,529,543,729,591
Sandman,Night,10,1,1122 (52/190),113 (126/190),95 (160/190),160 (52/190),150 (58/190),140 (94/190),-,-,-,Weak,Resist,-,-,"Zan|ザン|4 MP|Inflicts Force (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",N/A|,"Shibaboo|シバブー|5 MP|40% chance to inflict Bind on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.","Dark Sword|暗夜剣|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy with 40% chance to inflict Mute.

Lv2: +2% chance to inflict status ailments.
Lv3: +4% chance to inflict status ailments.
Lv4: +6% chance to inflict status ailments.
Lv5: +8% chance to inflict status ailments.
Lv6: +10% chance to inflict status ailments.
Lv7: +16% chance to inflict status ailments.","Sukunda|スクンダ|5 MP|Reduces EV/AC of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Epic Recovery|超自然治癒|Passive|+30% to status ailment auto cure rate.,Resist Ice|氷結耐性|Passive|Adds Ice Resist.,N/A|,N/A|,N/A|,N/A|,Attack,567,562,529,553
Inugami,Beast,9,1,1079 (71/190),113 (125/190),95 (158/190),151 (71/190),149 (59/190),140 (100/190),-,Resist,Weak,-,-,-,-,"Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Paraladi|パララディ|3 MP|Cures a Single Party Member of Bind. Reduces the chance of being Bound during this wave by 30%.,N/A|,"Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Agilao|アギラオ|5 MP|Inflicts Fire (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Rakunda|ラクンダ|5 MP|Reduces DEF of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Resist Bind|緊縛耐性|Passive|Chance of being Bound reduced by 50%.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Support,567,552,529,543
Bicorn,Wilder,9,1,1169 (39/190),198 (25/190),140 (101/190),170 (39/190),81 (178/190),70 (189/190),-,-,-,-,Weak,-,Null,"Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Heat Wave|ヒートウェイブ|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 70 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",Charmdi|チャームディ|3 MP|Cures a Single Party Member of Charm. Reduces the chance of being Charmed during this wave by 30%.,Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,Resist Light|破魔耐性|Passive|Adds Light Resist.,N/A|,N/A|,N/A|,N/A|,Attack,745,616,624,587
Jack Frost,Fairy,7,1,1075 (74/190),79 (170/190),179 (61/190),150 (74/190),105 (158/190),140 (96/190),-,Weak,Resist,-,-,-,-,"Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mabufu|マハブフ|5 MP|Inflicts Ice (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",N/A|,"Hama|ハマ|4 MP|Inflicts Light (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Bufula|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Tag|バトンタッチ|3 MP|Self skips a turn without using a Press Turn Icon.,"Counter|反撃|Passive|When receiving a Phys Attack, 50% chance to counter dealing Phys damage with 50 power.",Resist Elec|電撃耐性|Passive|Adds Elec Resist.,N/A|,N/A|,N/A|,N/A|,Attack,495,534,705,584
Obariyon,Haunt,7,1,1169 (41/190),104 (138/190),86 (169/190),170 (41/190),148 (60/190),140 (93/190),-,-,Weak,Resist,-,Weak,Null,Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,"Media|メディア|6 MP|Heals All Party Members with 25 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.",N/A|,"Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.","Sukunda|スクンダ|5 MP|Reduces EV/AC of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Dodge|見切り|Passive|+10% Phys evasion rate.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,N/A|,N/A|,N/A|,N/A|,Heal,548,569,510,560
Koppa Tengu,Yoma,7,1,741 (188/190),140 (87/190),122 (122/190),79 (188/190),158 (39/190),150 (56/190),-,-,-,Weak,Resist,-,-,Dmg Panel V I|毒床歩き|Passive|-25% to damage received from Damage Panels in the Aura Gate.,"Zan|ザン|4 MP|Inflicts Force (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Wind Breath|ウィンドブレス|4 MP|Inflicts Force (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Zanma|ザンマ|5 MP|Inflicts Force (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Tarunda|タルンダ|5 MP|Reduces ATK of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Wild Guess|野生の勘|Passive|-15% to Critical hit rate of damage received.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,N/A|,N/A|,N/A|,N/A|,Attack,624,486,586,477
Mokoi,Night,5,1,901 (164/190),113 (127/190),113 (131/190),113 (164/190),157 (44/190),140 (95/190),-,-,-,Resist,Weak,-,-,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Lunge|突撃|4 MP|Inflicts Phys (Physical) damage with 30% crit rate and 115 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",N/A|,"Rampage|暴れまくり|3 MP|Inflicts Phys (Physical) damage 2 to 3 times with 45 power on Random Enemy/(ies).

Lv2: +3% to damage.
Lv3: +6% to damage.
Lv4: +9% to damage.
Lv5: +12% to damage.","Zionga|ジオンガ|5 MP|Inflicts Elec (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Weakdi|ウィークディ|3 MP|Cures a Single Party Member of Weak. Reduces the chance of being Weakened during this wave by 30%.,Strength Amp I|初段の剛力|Passive|+5 to Strength.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Attack,567,510,567,510
Agathion,Yoma,5,1,1206 (22/190),78 (173/190),150 (89/190),178 (22/190),105 (159/190),140 (97/190),-,Resist,Weak,Resist,-,-,Weak,Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Heat Wave|ヒートウェイブ|5 MP|Inflicts Phys (Physical) damage with 30% crit rate and 70 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,Luck Amp I|初段の強運|Passive|+5 to Luck.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Attack,493,564,645,600
Melchom,Fallen,4,1,1206 (23/190),104 (139/190),86 (168/190),178 (23/190),139 (79/190),130 (133/190),-,Resist,Weak,-,Weak,Weak,Resist,"Dia|ディア|4 MP|Heals a Single Party Member with 50 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.
Lv5: +12% to Healing amount.
Lv6: +15% to Healing amount.","Agi|アギ|4 MP|Inflicts Fire (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Fire Breath|ファイアブレス|4 MP|Inflicts Fire (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Maragi|マハラギ|5 MP|Inflicts Fire (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Cursedi|カースディ|3 MP|Cures a Single Party Member of Curse. Reduces the chance of being Cursed during this wave by 30%.,Mana Bonus|一分の魔脈|Passive|+1 to max MP.,Resist Phys|物理耐性|Passive|Adds Phys Resist.,N/A|,N/A|,N/A|,N/A|,Heal,548,577,510,568
Preta,Haunt,4,1,981 (130/190),130 (98/190),130 (112/190),130 (130/190),121 (124/190),130 (134/190),-,Weak,Resist,-,Weak,Weak,Null,"Bufu|ブフ|4 MP|Inflicts Ice (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mudo|ムド|4 MP|Inflicts Dark (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Mabufu|マハブフ|5 MP|Inflicts Ice (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Discord|ディスコード|3 MP|Removes Charge, Concentrate and Might from All Enemies.",Good Aim|百発百中|Passive|+10% to Phys hit rate.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,N/A|,N/A|,N/A|,N/A|,Attack,603,538,603,538
Chagrin,Wilder,4,1,1258 (19/190),104 (137/190),95 (159/190),189 (19/190),147 (63/190),113 (164/190),-,Weak,-,Resist,-,-,-,Weakdi|ウィークディ|3 MP|Cures a Single Party Member of Weak. Reduces the chance of being Weakened during this wave by 30%.,"Zio|ジオ|4 MP|Inflicts Elec (Magic) damage with 120 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",N/A|,"Shock|放電|4 MP|Inflicts Elec (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mazio|マハジオ|5 MP|Inflicts Elec (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Sukukaja|スクカジャ|5 MP|Increases EV/AC of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Agility Amp I|初段の猛速|Passive|+5 to Agility.,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,N/A|,N/A|,N/A|,N/A|,Support,548,589,529,585
